ABC‐boek | ABC-book
stoïcĳn | stoic
stoïcĳns | stoic
stoïsch | stoic
straal | beam
straalvliegtuig | jetplane
straatbengel | naughtyboy
straathoek | corner
straatlantaarn | streetlamp
straatschenner | vandal
straatschuimer | apache
straatweg | highway
straffen | punish
strafheid | severity
strafmaatregel | sanction
strafoefening | punishment
strafoplegging | punishment
strafwet | criminallaw
strafwetboek | penallaw
strakjes | soon
strakker aantrekken | drawtighter
stralen | abort
stralenkrans | aureole
stram | rigid
stramien | canvas
strand | beach
stranden | abort
strandjutter | beachcomber
strandkruid | seapink
strategie | strategy
strategisch | strategic
streek‐ | regional
streek | subterfuge
streepjescode | barcode
streepzaad | hawk's‐beard
strekken | extend
strekking | intention
stremmen | bar
streng | rigourous
strengelen | roll
strengheid | severity
streven | aim
streven naar | aspire
striemen | whip
strik | loop
strikt | absolutely
string | string
stringent | decisive
strip | binding
stro | straw
strofe | verse
stroken met | answer
stromen | flow
stromend | fluent
stroming | current
strompelen | stumble
stront | dung
strontium | strontium
strontvlieg | bluebottle
strooibiljet | flier
strook | binding
stroom | current
stroombedding | bed
stroomgebied | basin
stroommeter | ammeter
stroompje | brooklet
stroop | syrup
strooplikkerĳ | adulation
stropdas | tie
stropen | plunder
strot | throat
strottehoofd | larynx
strubbeling | difficulty
structuur | structure
struif | omelette
struik | bush
struikelen | stumble
struikgewas | shrubbery
struikheide | heather
struikrover | bandit
struis | firm
struisvogel | ostrich
strĳd | action
strĳden | fight
strĳdgewoel | affray
strĳdig | adverse
strĳdig met | aliento
strĳdkrachten | army
strĳdlustig | truculent
strĳdperk | arena
strĳd voeren | fight
strĳkage | bow
strĳkbout | iron
strĳken langs | touchlightly
strĳkplank | ironingboard
strĳkĳzer | iron
stuc | plaster
studeerkamer | cabinet
studente | student
studeren | study
studie | study
studie maken van | study
studie van ziekteoorzaken | aetiology
studio | studio
stuf | rubber
stugheid | hardness
stuip | convulsion
stuiptrekking | convulsion
stuiten | halt
stuitend | abhorrent
stuiven | gush
stuiver | penny
stuk | certificate
stukadoren | plaster
stukbreken | break
stukje | bit
stukmaken | damage
stukspringen | burst
stuk gaan | goontheblink
stuk speelgoed | toy
stuk vee | headofcattle
stulp | cabin
stumper | pauper
stunt | subterfuge
sturen | send
stut | prop
stutten | lean
stuur | handlebars
stuurboord | starboard
stuurman | driver
stuurrad | steering‐wheel
stuurs | brutal
stuurtoestel | joystick
stuurvlak | aileron
stuurwiel | steering‐wheel
stuw | dam
stuwadoor | stevedore
stuwdam | dam
stuwen | bar
stuwing | access
styp | stereotype
stĳf | rigid
stĳfheid | rigor
stĳfhoofdig | obstinate
stĳfmiddel | starch
stĳgen | ascend
stĳl | pole
stĳving | encouragement
subiet | atonce
subject | subject
subjectief | subjective
sublimaat | corrosivesublimate
subsidiair | acting
subsidie | subsidy
subsidiëren | subsidize
substantie | matter
substantief | noun
substitueren | substitute
subtiel | subtle
subversief | subversive
succes | achievement
successievelĳk | consecutively
sufferd | fool
suffix | extension
suggereren | advance
suiker | sugar
suikerpalm | sugar‐palm
suikerpot | sugar‐bowl
suikerriet | sugar‐cane
suikerziekte | diabetes
suizelen | buzz
suizeling | murmur
suizen | buzz
sukkelaar | pauper
sukkelachtig | ailing
sukkelend | ailing
sukkelig | awkward
sultan | sultan
summa | amount
summier | concise
summum | acme
superioriteit | upperhand
supermarkt | supermarket
supervisor | checker
supplement | adjunct
supplementair | additional
supplementeren | complete
supplementie | addition
surplus | surplus
surprise | surprise
surséance | moratorium
surveillant | taskmaster
surveilleren | audit
swingen | brandish
syfilis | syphilis
syllabe | syllable
symboliseren | symbolize
symbool | symbol
symfonie | symphony
symfonisch | symphonic
symmetrie | symmetry
symmetrisch | symmetric
sympathie | sympathy
sympathiek | sympathetic
symptoom | symptom
synagoge | synagogue
synchronisch | synchronous
syndicaat | labour‐union
syntaxis | syntax
systeem | system
systematisch | systematic
taak | job
taal‐ | linguistic
taal | language
taaleigen | idiom
taalgeleerde | linguist
taalkundig | linguistic
taalkundige | linguist
taaltje | jargon
taart | pie
tabak | tobacco
tabakspĳp | pipe
tabel | index
tabernakel | tabernacle
tableau | scene
tablet | plate
taboeret | stool
tabula rasa maken | resume
tachtig | eighty
tackelen | assault
taco | taco
tact | musicaltime
tactiek | tactic
tactvol | dainty
tafel | index
tafelgerei | forks
tafellaken | table‐cloth
tafelrede | toast
tafelzeil | oilcloth
tafereel | account
taille | waist
tailleur | tailor
tak | bough
taks | share
tal | amount
talent | aptitude
talentvol | gifted
talg | suet
talk | suet
talloos | countless
tamarisk | tamarisk
tamboer | drummer
tamboereerraam | tambourine
tamboerĳn | tambourine
tambon | tambon
tamelĳk | alittle
tamme‐kastanjeboom | chestnut‐tree
tamme duif | dove
tampon | plug
tand‐ | dental
tand | tooth
tandarts | dentist
tandenborstel | tooth‐brush
tandenstoker | toothpick
tandglazuur | enamel
tandpasta | tooth‐paste
tandpĳn | toothache
tandrad | cogwheel
tandvlees | gum
tandwiel | cogwheel
tanen | abate
tang | shrew
tango | tango
tangstelling | pincers
tank | cistern
tannine | tannin
tantalum | tantalum
tante van moederskant | aunt
tante van vaderskant | aunt
tap | faucet
tapkast | buffet
tapkraan | faucet
tapperĳ | bar
taptoe | tattoo
tapĳt | carpet
tarantula | tarantula
tarbot | rhombus
tarten | challenge
tarwe | wheat
tas | accumulation
tasje | hand‐bag
tassen | accumulate
tasten | feel
tau | tau
taxateur | appraiser
taxeren | appraise
taxi | taxi
taxichauffeur | taxidriver
taxistandplaats | cab‐stand
taxus | yew‐tree
te | a
teakhout | teaktree
teakhoutboom | teaktree
teboekstellen | note
technetium | technetium
techniek | technics
technisch | technical
technologie | technology
teder | dainty
tederheid | tenderness
teek | tick
teelaarde | humus
teelbal | testicle
teelt | culture
teen | toe
teer | dainty
teergevoelig | sensitive
teerhartigheid | tenderness
teerheid | tenderness
teerling | die
tegel | tile
tegelijk | atthesametime
tegelsteen | tile
tegelĳkertĳd | atthesametime
tegemoetkomen aan | meetwith
tegemoet treden | comeacross
tegen | at
tegenaan | acrossfrom
tegenargument | objection
tegenbeeld | contrast
tegengesteld | reverse
tegengif | antidote
tegenkanting | resistance
tegenkomen | comeacross
tegenliggend | adverse
tegenlopen | decline
tegenover | acrossfrom
tegenslag | badluck
tegenspartelen | resist
tegenspeler | adversary
tegenspoed | adversity
tegenspreken | challenge
tegenstaand | adverse
tegenstander | adversary
tegenstander van slavernĳ | abolitionist
tegenstelling | antithesis
tegenstreven | beobstinate
tegenstrĳdig | adverse
tegenstrĳdigheid | antithesis
tegenvallen | disappoint
tegenvoeter | antipode
tegenweer | resistance
tegenwerken | oppose
tegenwerpen | contradict
tegenwoordig | current
tegenwoordigheid | presence
tegenzin | aversion
tegen de borst stuiten | nauseate
tegen wil en dank | willy‐nilly
tehuis | home
teil | tub
teint | complexion
teisteren | catch
teken | indication
tekenen | design
tekenend | characteristic
tekening | design
tekenkrĳt | pastel
tekenpapier | drawing‐paper
tekenschrift | characterset
tekenset | characterset
tekenverzameling | characterset
tekortkoming | absence
tekortschieten in | fallshortof
tekst | lyric
tekstboekje | booklet
tekstverklaring | annotation
tel | esteem
telastlegging | accusal
telefoneren | telephone
telefoon | telephone
telefooncel | callbox
telefoonhoorn | earphone
telegraaf | telegraph
telemetrie | telemetry
telen | breed
telescoop | telescope
teleurstelling | disappointment
televisie | TVset
televisieantenne | televisionaerial
televisiecamera | camera
televisietoestel | TVset
telg | child
telkens | eachtime
tellen | calculate
tellurium | tellurium
teloorgaan | belost
telraam | abacus
temmen | tame
tempel | temple
temperament | temperament
temperatuur | temperature
temperen | harden
tempering | admixture
tempo | speed
tendens | tendency
tendentie | tendency
tendentieus | biased
tenger | slender
tenietdoen | abjure
tenlastelegging | accusal
tenminste | atleast
tennis | tennis
tenor | tenor
tenorstem | tenor
tenslotte | totellthetruth
tent | barn
tentenkamp | campoftents
tentoonspreiden | indicate
tentoonstellen | exhibit
tentoonstelling | exhibition
tenue | uniform
tenzĳ | unless
ten deel vallen | accrueto
ten dele | partially
ten doel hebben | aim
ten eerste | first
ten einde te | for
ten enenmale | absolutely
ten geschenke | asagift
ten gevolge van | asaresultof
ten hoogste | atmost
ten huize van | at
ten minste | atleast
ten noorden van | above
ten oosten van | eastof
ten opzichte van | asto
ten slotte | atlast
ten spĳte van | despite
ten val brengen | destroy
ten val komen | turnover
ten volle | completely
tepel | nipple
teraardebestelling | burial
terbium | terbium
terechtbrengen | arrange
terechtkomen | endup
terechtstellen | execute
terechtwĳzen | blame
terechtwĳzing | account
teren | tar
tering | consumption
teringhond | monster
teringlĳder | consumptive
term | account
termeier | hooker
termiet | termite
terminal | terminal
terminologie | glossary
ternauwernood | barely
terneerdrukken | depress
terneergeslagen | depressed
terras | terrace
terreur | terror
territoir | territory
territoriaal | territorial
territorium | territory
terrorisme | terrorism
terrorist | terrorist
tersluiks | clandestinely
terstond | atonce
terug‐ | re‐
terug | back
terugbetalen | repay
terugdeinzen | goback
terugdenken | recall
terugdringen | repulse
teruggaan | goback
teruggang | decline
teruggetrokken | modest
teruggeven | giveback
terughalen | abjure
terughouden | detain
terughoudend | detached
terughoudendheid | abstention
terugkaatsen | reflect
terugkeer | return
terugkeren | goback
terugkomen | comeback
terugkomst | return
terugkrabbelen | retreat
terugmars | retreat
terugnemen | abjure
terugschrikken voor | beafraidof
terugslaan | reducetheprice
terugspringen | rebound
terugstorten | repay
terugstoten | reducetheprice
terugtrekken | goback
terugtrekking | retreat
terugvallen | lapse
terugvloeien | ebb
terugvluchten | fleeback
terugwĳzen | refuse
terugzetten | accelerate
terugzien | seeagain
terwĳl | for
terzĳde | apart
ter aarde bestellen | bury
ter dood brengen | execute
ter hand stellen | hand
ter verantwoording roepen | calltoaccount
ter wereld brengen | givebirth
ter wille zĳn | doafavor
ter ziele | dead
ter zĳde staan | abet
test | attempt
testament | testament
testen | test
testikel | testicle
testimonium | certificate
teugel | bridle
teugelloos | lawless
teunisbloem | evening‐primrose
tevens | atthesametime
tevergeefs | invain
tevreden | contented
tevredenheid | contentment
tevredenstellen | meetwith
teweegbrengen | activate
tewerkstellen | employ
textiel | textile
textielwaren | textile
tezamen | together
tezelfdertĳd | atthesametime
te baat nemen | turntoaccount
te betwĳfelen | doubtful
te boven gaan | exceed
te danken hebben | thank
te doen | achievable
te eten geven | feed
te gast zĳn | beaguestof
te gronde richten | destroy
te hoop lopen | accumulate
te huur | forrent
te keer gaan | makeanoise
te koop | forsale
te koop aanbieden | bid
te kwader trouw | malicious
te laat zĳn | belate
te midden van | among
te veel | too
te verstaan geven | explain
te voet | afoot
te voet gaan | goonfoot
te voet oversteken | tread
te voorschĳn komen | appear
te wachten staan | abide
te werk gaan | act
te weten | namely
te zeer | too
thallium | thallium
thans | atpresent
theater‐ | theatrical
theater | theatre
theca | briefcase
thee | tea
theeblad | tray
theebus | tea‐pot
theehuis | tea‐house
theelepeltje | teaspoon
theepot | teapot
thema | theme
theocratie | theocracy
theologie | theology
theoloog | theologian
theorema | theorem
theorie | theory
therapie | therapy
thermiet | termite
thermometer | thermometer
thermostaat | thermostat
thesis | essay
thorium | thorium
thullium | thulium
thèta | theta
tic | tic
ticket | airticket
tien | ten
tiende | tenth
tiende deel | tenth
tienduizend | tenthousand
tieren | besuccesful
tierig | adroit
tierigheid | activity
tiet | breast
tik | knock
tikken | pat
tilde | tilde
tillen | lever
timide | abashed
timmeren | build
timmerman | carpenter
tin | tin
tinbrons | bronze
tinctuur | dye
tingelen | jingle
tinnen | tin
tint | hue
tintelen | foam
tintelogen | blink
tippel | stroll
tippelen | march
tipsy | tipsy
tiptop | fine
tiran | tyrant
tirannie | tyranny
tiranniseren | tyrannize
titan | Titan
titanisch | titanic
titanium | titanium
titel | degree
titelen | title
titelhouder | champion
tituleren | title
tja | now
tjilpen | chirp
tjokvol | brimming
toast | toast
toasten | toast
tobbe | tub
toch | certainly
toch? | isn'tit?
tocht | excursion
tochtgat | airpocket
toch wel | accordingly
tod | rag
toe | closed
toebereiding | preparation
toebinden | ligature
toebrengen | give
toebĳten | bite
toedekken | cover
toedenken | destinefor
toedienen | administer
toediening | administration
toedoen | action
toegaan | become
toegang | entrance
toegangsbewĳs | admissionticket
toegangskaartje | admissionticket
toegangsprĳs | admission
toegangsweg | accessroad
toegankelĳk | accessible
toegeeflĳk zĳn voor | belenientwith
toegegeven | admittedly
toegenegen | advantageous
toegenegenheid | adherence
toegevendheid | accommodation
toegeving | abandonment
toegift | addendum
toegroeien | close
toehappen | bite
toehoorder | listener
toehoren | listen
toejuichen | acclaim
toejuiching | acclaim
toejuichingen | acclamation
toekan | toucan
toekenning | adjudication
toeknopen | button
toekomen | beworthyof
toekomend | future
toekomende tĳd | future
toekomst | future
toekomstig | future
toekĳken | keep
toelaatbaar | admissible
toelachen | attract
toelage | subsidy
toelaten | allow
toelating | acceptance
toeleg | intention
toelichten | accountfor
toelichting | account
toelopen | comeflockingin
toeluisteren | listen
toemeten | takeone'smeasurefor
toename | accretion
toenemen | accrue
toenmaals | then
toentertĳd | then
toepasselĳk | appropriate
toepassen | apply
toepassing | application
toer | subterfuge
toerbeurt | file
toereikend zĳn | suffice
toerekenbaar | accountable
toerekenbaarheid | responsibility
toerekenen | blame
toerisme | tourism
toerist | tourist
toeristenbureau | touristbureau
toernooi | tournament
toerusten | equip
toerusting | equipment
toeschietelĳk | kind
toeschouwen | watch
toeschouwer | spectator
toeschouwer zĳn | watch
toeschĳnen | appear
toeslaan | adjudge
toeslag | addition
toespeling | allusion
toespreken | accost
toespĳs | dessert
toestaan | accord
toestand | circumstances
toestel | apparatus
toestemmend | affirmative
toestoten | jog
toestromen | comeflockingin
toet | face
toetakelen | damage
toeten | trumpet
toeteren | trumpet
toetje | dessert
toetreding | accession
toetsen | attempt
toetsenbord | keyboard
toetsing | attempt
toeval | accidence
toevalligerwĳze | byaccident
toevalligheid | accidence
toeven | remain
toeverlaat | aid
toevertrouwen | confide
toevloed | flood
toevloeien | comeflockingin
toevlucht | placeofrefuge
toevluchtsoord | placeofrefuge
toevluchtsoort | asylum
toevoegen | add
toevoeging | addition
toevoegsel | adjunct
toevoeren | bring
toewuiven | wave
toewĳden | dedicate
toewĳding | attachment
toezeggen | promise
toezegging | affirmation
toezien | audit
tof | fine
toga | dress
toilet | toilet
toiletpapier | toilet‐paper
toiletpoeder | powder
toke | gecko
tokeh | gecko
tokkeh | gecko
